id,name,address,city,state,area,postal_code,country,phone,lat,lng,price,reserve_url,mobile_reserve_url,image_url
95353,Maysville,17 W. 26th St,New York,NY,New York / Tri-State Area,10010,US,6464908240x,40.744061,-73.989671,3,http://www.opentable.com/single.aspx?rid=95353,http://mobile.opentable.com/opentable/?restId=95353,https://www.opentable.com/img/restimages/95353.jpg
101131,Grape & Vine,52 W 13th Street,New York,NY,New York / Tri-State Area,10011,US,2123004525x,40.736317,-73.996523,3,http://www.opentable.com/single.aspx?rid=101131,http://mobile.opentable.com/opentable/?restId=101131,https://www.opentable.com/img/restimages/101131.jpg
99322,Barca,244 Mulberry St.,New York,NY,New York / Tri-State Area,10012,US,2127750112x,40.722925,-73.995806,3,http://www.opentable.com/single.aspx?rid=99322,http://mobile.opentable.com/opentable/?restId=99322,https://www.opentable.com/img/restimages/99322.jpg
135925,Tacombi Fonda Nolita,267 Elizabeth St,New York,NY,New York / Tri-State Area,10012,US,9177270179x,40.724046,-73.993875,2,http://www.opentable.com/single.aspx?rid=135925,http://mobile.opentable.com/opentable/?restId=135925,https://www.opentable.com/img/restimages/135925.jpg
63154,Kori Tribeca,253 Church Street,New York,NY,New York / Tri-State Area,10013,US,212-334-0908x,40.71781,-74.005445,2,http://www.opentable.com/single.aspx?rid=63154,http://mobile.opentable.com/opentable/?restId=63154,https://www.opentable.com/img/restimages/63154.jpg
69439,Kafana,116 Avenue C,New York,NY,New York / Tri-State Area,10009,US,2123538000,40.724426,-73.978581,2,http://www.opentable.com/single.aspx?rid=69439,http://mobile.opentable.com/opentable/?restId=69439,https://www.opentable.com/img/restimages/69439.jpg
64942,Nick & Toni's Cafe Manhattan,100 W. 67th St.,New York,NY,New York / Tri-State Area,10023,US,2124964000x,40.774287,-73.981473,2,http://www.opentable.com/single.aspx?rid=64942,http://mobile.opentable.com/opentable/?restId=64942,https://www.opentable.com/img/restimages/64942.jpg
68272,Dark Horse,17 Murray Street,New York,NY,New York / Tri-State Area,10007,US,2126083900,40.713718,-74.008036,2,http://www.opentable.com/single.aspx?rid=68272,http://mobile.opentable.com/opentable/?restId=68272,https://www.opentable.com/img/restimages/68272.jpg
5274,Dinosaur Bar-B-Que - Harlem,700 west 125th st,New York,NY,New York / Tri-State Area,10027,US,2126941777x,40.818118,-73.960517,2,http://www.opentable.com/single.aspx?rid=5274,http://mobile.opentable.com/opentable/?restId=5274,https://www.opentable.com/img/restimages/5274.jpg
146086,Chapter One,33 Greenwich Avenue,New York,NY,New York / Tri-State Area,10014,US,2128429146,40.734985,-74.000451,2,http://www.opentable.com/single.aspx?rid=146086,http://mobile.opentable.com/opentable/?restId=146086,https://www.opentable.com/img/restimages/146086.jpg
57898,Kyochon,319 5th Avenue,New York,NY,New York / Tri-State Area,10016,US,2127259292,40.747287,-73.985496,2,http://www.opentable.com/single.aspx?rid=57898,http://mobile.opentable.com/opentable/?restId=57898,https://www.opentable.com/img/restimages/57898.jpg
50587,Kin Shop,469 6th Avenue,New York,NY,New York / Tri-State Area,10011,US,2126754295,40.73554,-73.998182,3,http://www.opentable.com/single.aspx?rid=50587,http://mobile.opentable.com/opentable/?restId=50587,https://www.opentable.com/img/restimages/50587.jpg
94081,83 1/2,345-349 East 83rd Street,New York,NY,New York / Tri-State Area,10028,US,2127378312x,40.775211,-73.951233,2,http://www.opentable.com/single.aspx?rid=94081,http://mobile.opentable.com/opentable/?restId=94081,https://www.opentable.com/img/restimages/94081.jpg
2294,Wallsé,344 W. 11th St.,New York,NY,New York / Tri-State Area,10014,US,2123522300x,40.7355,-74.0083,4,http://www.opentable.com/single.aspx?rid=2294,http://mobile.opentable.com/opentable/?restId=2294,https://www.opentable.com/img/restimages/2294.jpg
112918,Tao Downtown,92 Ninth Ave,New York,NY,New York / Tri-State Area,10011,US,2128882724x,40.742614,-74.004205,4,http://www.opentable.com/single.aspx?rid=112918,http://mobile.opentable.com/opentable/?restId=112918,https://www.opentable.com/img/restimages/112918.jpg
78406,Betony,41 West 57th St.,New York,NY,New York / Tri-State Area,10019,US,2124652400x,40.764169,-73.976398,4,http://www.opentable.com/single.aspx?rid=78406,http://mobile.opentable.com/opentable/?restId=78406,https://www.opentable.com/img/restimages/78406.jpg
58909,Bacaro,136 Division Street,New York,NY,New York / Tri-State Area,10002,US,2129415060,40.714571,-73.991544,2,http://www.opentable.com/single.aspx?rid=58909,http://mobile.opentable.com/opentable/?restId=58909,https://www.opentable.com/img/restimages/58909.jpg
108874,da Umberto,107 W 17th St,New York,NY,New York / Tri-State Area,10011,US,212 989 0303,40.739656,-73.995914,4,http://www.opentable.com/single.aspx?rid=108874,http://mobile.opentable.com/opentable/?restId=108874,https://www.opentable.com/img/restimages/108874.jpg
147739,Spiegel,26 1st Avenue,New York,NY,New York / Tri-State Area,10009,US,2122282894,40.723689,-73.987787,2,http://www.opentable.com/single.aspx?rid=147739,http://mobile.opentable.com/opentable/?restId=147739,https://www.opentable.com/img/restimages/147739.jpg
144703,John Dory Oyster Bar,1196 Broadway,New York,NY,New York / Tri-State Area,10001,US,2127929000x,40.745962,-73.988622,4,http://www.opentable.com/single.aspx?rid=144703,http://mobile.opentable.com/opentable/?restId=144703,https://www.opentable.com/img/restimages/144703.jpg
112210,Cagen,414 E 9th St,New York,NY,New York / Tri-State Area,10009,US,2123588800x,40.727626,-73.983795,4,http://www.opentable.com/single.aspx?rid=112210,http://mobile.opentable.com/opentable/?restId=112210,https://www.opentable.com/img/restimages/112210.jpg
147904,Il Mulino Prime,331 West Broadway,New York,NY,New York / Tri-State Area,10013,US,2122260020x,40.722184,-74.003747,4,http://www.opentable.com/single.aspx?rid=147904,http://mobile.opentable.com/opentable/?restId=147904,https://www.opentable.com/img/restimages/147904.jpg
92383,Il Mulino Uptown,37 East 60th,New York,NY,New York / Tri-State Area,10021,US,2127503270x,40.764143,-73.970194,4,http://www.opentable.com/single.aspx?rid=92383,http://mobile.opentable.com/opentable/?restId=92383,https://www.opentable.com/img/restimages/92383.jpg
4582,BLT Prime,111 East 22nd Street,New York,NY,New York / Tri-State Area,10010,US,2129958500,40.739,-73.986,4,http://www.opentable.com/single.aspx?rid=4582,http://mobile.opentable.com/opentable/?restId=4582,https://www.opentable.com/img/restimages/4582.jpg
301,21 Club,21 West 52nd Street,New York,NY,New York / Tri-State Area,10019,US,2125827200x,40.760225,-73.97706,4,http://www.opentable.com/single.aspx?rid=301,http://mobile.opentable.com/opentable/?restId=301,https://www.opentable.com/img/restimages/301.jpg
151969,Room 53,314 W 53rd Street,New York,AL,New York / Tri-State Area,10019,US,6466755341,40.768697,-73.991818,2,http://www.opentable.com/single.aspx?rid=151969,http://mobile.opentable.com/opentable/?restId=151969,https://www.opentable.com/img/restimages/151969.jpg
1791,BONDST,6 Bond Street,New York,NY,New York / Tri-State Area,10012,US,2127772500,40.727194,-73.994692,4,http://www.opentable.com/single.aspx?rid=1791,http://mobile.opentable.com/opentable/?restId=1791,https://www.opentable.com/img/restimages/1791.jpg
105019,44 & X,622 Tenth Ave,New York,NY,New York / Tri-State Area,10036,US,2129771170,40.761123,-73.994355,4,http://www.opentable.com/single.aspx?rid=105019,http://mobile.opentable.com/opentable/?restId=105019,https://www.opentable.com/img/restimages/105019.jpg
102811,The Monarch Room,408 West 15th,New York,NY,New York / Tri-State Area,10011,US,6467907070x,40.741777,-74.005794,4,http://www.opentable.com/single.aspx?rid=102811,http://mobile.opentable.com/opentable/?restId=102811,https://www.opentable.com/img/restimages/102811.jpg
30628,Minetta Tavern,113 MacDougal St,New York,NY,New York / Tri-State Area,10012,US,2124753850x,40.730016,-74.000623,4,http://www.opentable.com/single.aspx?rid=30628,http://mobile.opentable.com/opentable/?restId=30628,https://www.opentable.com/img/restimages/30628.jpg
5003,Morimoto New York,88 10th Avenue,New York,NY,New York / Tri-State Area,10011,US,2129898883,40.743236,-74.007408,4,http://www.opentable.com/single.aspx?rid=5003,http://mobile.opentable.com/opentable/?restId=5003,https://www.opentable.com/img/restimages/5003.jpg
148597,Dylan's Candy Bar,1011 3rd Avenue,New York,NY,New York / Tri-State Area,10065,US,6466198656x,40.762213,-73.96577,2,http://www.opentable.com/single.aspx?rid=148597,http://mobile.opentable.com/opentable/?restId=148597,https://www.opentable.com/img/restimages/148597.jpg
45733,Iguana,240 West 54th Street,New York,NY,New York / Tri-State Area,10019,US,2127655454x,40.76428,-73.983221,2,http://www.opentable.com/single.aspx?rid=45733,http://mobile.opentable.com/opentable/?restId=45733,https://www.opentable.com/img/restimages/45733.jpg
114283,Harlem Tavern,2153 Frederick Douglas Blvd,New York,NY,New York / Tri-State Area,10026,US,2128664500,40.804768,-73.955696,2,http://www.opentable.com/single.aspx?rid=114283,http://mobile.opentable.com/opentable/?restId=114283,https://www.opentable.com/img/restimages/114283.jpg
144265,Paname French Restaurant,1068 2nd Avenue,New York,NY,New York / Tri-State Area,10022,US,2122073737,40.758669,-73.965406,2,http://www.opentable.com/single.aspx?rid=144265,http://mobile.opentable.com/opentable/?restId=144265,https://www.opentable.com/img/restimages/144265.jpg
2370,La Bottega,88 9th Avenue,New York,NY,New York / Tri-State Area,10011,US,2122438400x1,40.742441,-74.003863,2,http://www.opentable.com/single.aspx?rid=2370,http://mobile.opentable.com/opentable/?restId=2370,https://www.opentable.com/img/restimages/2370.jpg
2508,Le Bernardin,155 W. 51st St.,New York,NY,New York / Tri-State Area,10019,US,2125541515,40.761378,-73.981685,4,http://www.opentable.com/single.aspx?rid=2508,http://mobile.opentable.com/opentable/?restId=2508,https://www.opentable.com/img/restimages/2508.jpg
15040,Haru Sushi - Wall Street,One Wall Street Court,New York,NY,New York / Tri-State Area,10005,US,2127856850x,40.707719,-74.011657,2,http://www.opentable.com/single.aspx?rid=15040,http://mobile.opentable.com/opentable/?restId=15040,https://www.opentable.com/img/restimages/15040.jpg
21337,Il Mulino New York,86 West 3rd Street,New York,NY,New York / Tri-State Area,10012,US,2126733783x,40.729829,-73.999091,4,http://www.opentable.com/single.aspx?rid=21337,http://mobile.opentable.com/opentable/?restId=21337,https://www.opentable.com/img/restimages/21337.jpg
83155,Nello Restaurant,696 Madison Avenue,New York,NY,New York / Tri-State Area,10021,US,2129809099,40.765716,-73.969961,4,http://www.opentable.com/single.aspx?rid=83155,http://mobile.opentable.com/opentable/?restId=83155,https://www.opentable.com/img/restimages/83155.jpg
90028,Nanni Restaurant,146 E. 46th St.,New York,NY,New York / Tri-State Area,10017,US,2126974161,40.753535,-73.973707,4,http://www.opentable.com/single.aspx?rid=90028,http://mobile.opentable.com/opentable/?restId=90028,https://www.opentable.com/img/restimages/90028.jpg
36775,Soto,357 6th Avenue,New York,NY,New York / Tri-State Area,10014,US,2124143088,40.732262,-74.000892,4,http://www.opentable.com/single.aspx?rid=36775,http://mobile.opentable.com/opentable/?restId=36775,https://www.opentable.com/img/restimages/36775.jpg
113683,Lil' Frankie's,19 First Avenue,New York,NY,New York / Tri-State Area,10003,US,2124204900x,40.723621,-73.988551,2,http://www.opentable.com/single.aspx?rid=113683,http://mobile.opentable.com/opentable/?restId=113683,https://www.opentable.com/img/restimages/113683.jpg
148657,The RoofBar,127 W. 28th St,New York,NY,New York / Tri-State Area,10014,US,2125555555,40.746525,-73.991804,2,http://www.opentable.com/single.aspx?rid=148657,http://mobile.opentable.com/opentable/?restId=148657,https://www.opentable.com/img/restimages/148657.jpg
77899,Neta,61 West 8th Street,New York,NY,New York / Tri-State Area,10011,US,2125052610x,40.733431,-73.999077,4,http://www.opentable.com/single.aspx?rid=77899,http://mobile.opentable.com/opentable/?restId=77899,https://www.opentable.com/img/restimages/77899.jpg
147853,Spaha Soul,2270 1st Ave,New York,NY,New York / Tri-State Area,10035,US,2124273625,40.796329,-73.934772,3,http://www.opentable.com/single.aspx?rid=147853,http://mobile.opentable.com/opentable/?restId=147853,https://www.opentable.com/img/restimages/147853.jpg
152104,Botequim,132 4th Avenue,New York,NY,New York / Tri-State Area,10003,US,2124321324,40.733342,-73.990192,2,http://www.opentable.com/single.aspx?rid=152104,http://mobile.opentable.com/opentable/?restId=152104,https://www.opentable.com/img/restimages/152104.jpg
63391,Salinas,136 9th Ave.,New York,NY,New York / Tri-State Area,10011,US,2127761990x,40.743639,-74.002992,4,http://www.opentable.com/single.aspx?rid=63391,http://mobile.opentable.com/opentable/?restId=63391,https://www.opentable.com/img/restimages/63391.jpg
22558,Indochine,430 Lafayette Street,New York,NY,New York / Tri-State Area,10003,US,2125055111,40.729241,-73.992523,4,http://www.opentable.com/single.aspx?rid=22558,http://mobile.opentable.com/opentable/?restId=22558,https://www.opentable.com/img/restimages/22558.jpg
148687,Cata,245 Bowery,New York,NY,New York / Tri-State Area,10002,US,2125052282x,40.722619,-73.992783,3,http://www.opentable.com/single.aspx?rid=148687,http://mobile.opentable.com/opentable/?restId=148687,https://www.opentable.com/img/restimages/148687.jpg
27763,Red Egg,202 Centre Street,New York,NY,New York / Tri-State Area,10013,US,2129661123,40.718785,-73.998908,2,http://www.opentable.com/single.aspx?rid=27763,http://mobile.opentable.com/opentable/?restId=27763,https://www.opentable.com/img/restimages/27763.jpg
147499,Tertulia,359 6th Ave,New York,NY,New York / Tri-State Area,10014,US,6465599909,40.732263,-74.000785,3,http://www.opentable.com/single.aspx?rid=147499,http://mobile.opentable.com/opentable/?restId=147499,https://www.opentable.com/img/restimages/147499.jpg
4042,iL Punto,507 9th Ave at 38th St.,New York,NY,New York / Tri-State Area,10018,US,212-244-0088x,40.756121,-73.994651,3,http://www.opentable.com/single.aspx?rid=4042,http://mobile.opentable.com/opentable/?restId=4042,https://www.opentable.com/img/restimages/4042.jpg
145597,Infirmary,1720 2nd Avenue,New York,NY,New York / Tri-State Area,10128,US,5046066280,40.779951,-73.949863,3,http://www.opentable.com/single.aspx?rid=145597,http://mobile.opentable.com/opentable/?restId=145597,https://www.opentable.com/img/restimages/145597.jpg
14788,Bar Boulud,1900 Broadway,New York,NY,New York / Tri-State Area,10023,US,2125950303x,40.771373,-73.982034,2,http://www.opentable.com/single.aspx?rid=14788,http://mobile.opentable.com/opentable/?restId=14788,https://www.opentable.com/img/restimages/14788.jpg
2494,Almond,12 East 22nd Street,New York,NY,New York / Tri-State Area,10010,US,2122287557x,40.7405,-73.9893,3,http://www.opentable.com/single.aspx?rid=2494,http://mobile.opentable.com/opentable/?restId=2494,https://www.opentable.com/img/restimages/2494.jpg
145321,Awadh,2588 Broadway,New York,NY,New York / Tri-State Area,10025,US,6468613241,40.795586,-73.970743,3,http://www.opentable.com/single.aspx?rid=145321,http://mobile.opentable.com/opentable/?restId=145321,https://www.opentable.com/img/restimages/145321.jpg
4534,Jacques 1534,20 Prince Street,New York,NY,New York / Tri-State Area,10012,US,2129668886,40.723,-73.994,2,http://www.opentable.com/single.aspx?rid=4534,http://mobile.opentable.com/opentable/?restId=4534,https://www.opentable.com/img/restimages/4534.jpg
20953,Meson Sevilla,344 West 46th Street,New York,NY,New York / Tri-State Area,10036,US,2122625890,40.760322,-73.989188,2,http://www.opentable.com/single.aspx?rid=20953,http://mobile.opentable.com/opentable/?restId=20953,https://www.opentable.com/img/restimages/20953.jpg
105838,Piccola Cucina Osteria - Spring St.,196 Spring St.,New York,NY,New York / Tri-State Area,10012,US,6464787488,40.725073,-74.003194,2,http://www.opentable.com/single.aspx?rid=105838,http://mobile.opentable.com/opentable/?restId=105838,https://www.opentable.com/img/restimages/105838.jpg
620,Hundred Acres,38 MacDougal St.,New York,NY,New York / Tri-State Area,10012,US,2124757500,40.727236,-74.002626,2,http://www.opentable.com/single.aspx?rid=620,http://mobile.opentable.com/opentable/?restId=620,https://www.opentable.com/img/restimages/620.jpg
28132,The Barrel Room at City Winery,155 Varick Street,New York,NY,New York / Tri-State Area,10013,US,2126080555x476,40.726388,-74.005664,3,http://www.opentable.com/single.aspx?rid=28132,http://mobile.opentable.com/opentable/?restId=28132,https://www.opentable.com/img/restimages/28132.jpg
4226,Taj - New York,48 W. 21st Street,New York,NY,New York / Tri-State Area,10010,US,2126203033,40.7408,-73.992,3,http://www.opentable.com/single.aspx?rid=4226,http://mobile.opentable.com/opentable/?restId=4226,https://www.opentable.com/img/restimages/4226.jpg
4524,Nobu Fifty Seven,40 West 57th Street,New York,NY,New York / Tri-State Area,10019,US,2127573000x,40.764,-73.975,4,http://www.opentable.com/single.aspx?rid=4524,http://mobile.opentable.com/opentable/?restId=4524,https://www.opentable.com/img/restimages/4524.jpg
1615,Annisa,13 Barrow Street,New York,NY,New York / Tri-State Area,10014,US,2127416699x,40.732739,-74.00249,4,http://www.opentable.com/single.aspx?rid=1615,http://mobile.opentable.com/opentable/?restId=1615,https://www.opentable.com/img/restimages/1615.jpg
144640,Corkbuzz Wine Studio,13 E 13th St,New York,NY,New York / Tri-State Area,10003,US,646-873-6071x,40.735038,-73.993193,2,http://www.opentable.com/single.aspx?rid=144640,http://mobile.opentable.com/opentable/?restId=144640,https://www.opentable.com/img/restimages/144640.jpg
115957,Tavola,488 9th Ave,New York,NY,New York / Tri-State Area,10018,US,2122731181x,40.755384,-73.99444,2,http://www.opentable.com/single.aspx?rid=115957,http://mobile.opentable.com/opentable/?restId=115957,https://www.opentable.com/img/restimages/115957.jpg
139885,Fonda Chelsea,189 9th Ave,New York,NY,New York / Tri-State Area,10018,US,9175255252x,40.745515,-74.002263,2,http://www.opentable.com/single.aspx?rid=139885,http://mobile.opentable.com/opentable/?restId=139885,https://www.opentable.com/img/restimages/139885.jpg
4381,Vic's,31 Great Jones,New York,NY,New York / Tri-State Area,10012,US,2122535700,40.727178,-73.993435,2,http://www.opentable.com/single.aspx?rid=4381,http://mobile.opentable.com/opentable/?restId=4381,https://www.opentable.com/img/restimages/4381.jpg
141115,Yuba,105 E. 9th St.,New York,NY,New York / Tri-State Area,10003,US,2127778188,40.730547,-73.990061,3,http://www.opentable.com/single.aspx?rid=141115,http://mobile.opentable.com/opentable/?restId=141115,https://www.opentable.com/img/restimages/141115.jpg
6875,Havana - Alma de Cuba,94 Christopher St.,New York,NY,New York / Tri-State Area,10014,US,2122423800,40.733355,-74.004481,2,http://www.opentable.com/single.aspx?rid=6875,http://mobile.opentable.com/opentable/?restId=6875,https://www.opentable.com/img/restimages/6875.jpg
124642,Gato,324 Lafayette Street,New York,NY,New York / Tri-State Area,10012,US,212-334-6400x,40.725506,-73.995068,4,http://www.opentable.com/single.aspx?rid=124642,http://mobile.opentable.com/opentable/?restId=124642,https://www.opentable.com/img/restimages/124642.jpg
27601,Aldea,31 West 17th Street,New York,NY,New York / Tri-State Area,10011,US,2126757223x,40.738618,-73.993891,3,http://www.opentable.com/single.aspx?rid=27601,http://mobile.opentable.com/opentable/?restId=27601,https://www.opentable.com/img/restimages/27601.jpg
81,Pescatore,955 2nd Ave.,New York,NY,New York / Tri-State Area,10022,US,2127527151x,40.755322,-73.968462,3,http://www.opentable.com/single.aspx?rid=81,http://mobile.opentable.com/opentable/?restId=81,https://www.opentable.com/img/restimages/81.jpg
84841,Candle Cafe West,2427 Broadway,New York,NY,New York / Tri-State Area,10024,US,2127698900x,40.790522,-73.974965,3,http://www.opentable.com/single.aspx?rid=84841,http://mobile.opentable.com/opentable/?restId=84841,https://www.opentable.com/img/restimages/84841.jpg
16273,Les Halles Park Avenue,411 Park Avenue South,New York,NY,New York / Tri-State Area,10016,US,2126794111x,40.743465,-73.983874,2,http://www.opentable.com/single.aspx?rid=16273,http://mobile.opentable.com/opentable/?restId=16273,https://www.opentable.com/img/restimages/16273.jpg
97858,The Marrow,99 Bank Street,New York,NY,New York / Tri-State Area,10014-2109,US,2124286000x,40.736551,-74.006369,3,http://www.opentable.com/single.aspx?rid=97858,http://mobile.opentable.com/opentable/?restId=97858,https://www.opentable.com/img/restimages/97858.jpg
152458,Tuome,536 E. 5th St.,New York,NY,New York / Tri-State Area,10009,US,6468337811x,40.723998,-73.982948,3,http://www.opentable.com/single.aspx?rid=152458,http://mobile.opentable.com/opentable/?restId=152458,https://www.opentable.com/img/restimages/152458.jpg
12724,Papatzul,55 Grand Street,New York,NY,New York / Tri-State Area,10013,US,2122748225,40.722299,-74.003624,3,http://www.opentable.com/single.aspx?rid=12724,http://mobile.opentable.com/opentable/?restId=12724,https://www.opentable.com/img/restimages/12724.jpg
6569,Crispo,240 W. 14th St.,New York,NY,New York / Tri-State Area,10011,US,2122291818,40.739059,-74.000821,2,http://www.opentable.com/single.aspx?rid=6569,http://mobile.opentable.com/opentable/?restId=6569,https://www.opentable.com/img/restimages/6569.jpg
21229,Marc Forgione,134 Reade Street,New York,NY,New York / Tri-State Area,10013,US,2129419401,40.716558,-74.009566,3,http://www.opentable.com/single.aspx?rid=21229,http://mobile.opentable.com/opentable/?restId=21229,https://www.opentable.com/img/restimages/21229.jpg
115345,Pergola,36 West 28th St,New York,NY,New York / Tri-State Area,10001,US,2126794842x,40.745394,-73.989588,2,http://www.opentable.com/single.aspx?rid=115345,http://mobile.opentable.com/opentable/?restId=115345,https://www.opentable.com/img/restimages/115345.jpg
10417,Staghorn Steakhouse,315 West 36th Street,New York,NY,New York / Tri-State Area,10018,US,2122394390,40.751695,-73.98777,4,http://www.opentable.com/single.aspx?rid=10417,http://mobile.opentable.com/opentable/?restId=10417,https://www.opentable.com/img/restimages/10417.jpg
155920,Nagomi,179 Prince St,New York,NY,New York / Tri-State Area,10012,US,2123878230,40.726489,-74.001876,3,http://www.opentable.com/single.aspx?rid=155920,http://mobile.opentable.com/opentable/?restId=155920,https://www.opentable.com/img/restimages/155920.jpg
2431,Mercer Kitchen,99 Prince Street,New York,NY,New York / Tri-State Area,10012,US,2129665454,40.7248,-73.9988,2,http://www.opentable.com/single.aspx?rid=2431,http://mobile.opentable.com/opentable/?restId=2431,https://www.opentable.com/img/restimages/2431.jpg
4254,Murals on 54,65 West 54th Street,New York,NY,New York / Tri-State Area,10019,US,2123147700x,40.7619,-73.9775,2,http://www.opentable.com/single.aspx?rid=4254,http://mobile.opentable.com/opentable/?restId=4254,https://www.opentable.com/img/restimages/4254.jpg
3358,Lure New York,142 Mercer,New York,NY,New York / Tri-State Area,10012,US,2124317676x,40.7246,-73.9984,3,http://www.opentable.com/single.aspx?rid=3358,http://mobile.opentable.com/opentable/?restId=3358,https://www.opentable.com/img/restimages/3358.jpg
4380,Cookshop,156 10th Avenue,New York,NY,New York / Tri-State Area,10011,US,2129244440,40.745632,-74.005661,3,http://www.opentable.com/single.aspx?rid=4380,http://mobile.opentable.com/opentable/?restId=4380,https://www.opentable.com/img/restimages/4380.jpg
1049,Dawat,210 E. 58th St.,New York,NY,New York / Tri-State Area,10022,US,2123557555x,40.760637,-73.966832,3,http://www.opentable.com/single.aspx?rid=1049,http://mobile.opentable.com/opentable/?restId=1049,https://www.opentable.com/img/restimages/1049.jpg
94492,Piora,430 Hudson Street,New York,NY,New York / Tri-State Area,10014,US,2129603801x,40.730619,-74.006532,4,http://www.opentable.com/single.aspx?rid=94492,http://mobile.opentable.com/opentable/?restId=94492,https://www.opentable.com/img/restimages/94492.jpg
111061,Swine,531 Hudson Street,New York,NY,New York / Tri-State Area,10014,US,2122557675x,40.734246,-74.006374,2,http://www.opentable.com/single.aspx?rid=111061,http://mobile.opentable.com/opentable/?restId=111061,https://www.opentable.com/img/restimages/111061.jpg
4205,Savore,200 Spring Street,New York,NY,New York / Tri-State Area,10012,US,2124311212,40.7252,-74.0033,3,http://www.opentable.com/single.aspx?rid=4205,http://mobile.opentable.com/opentable/?restId=4205,https://www.opentable.com/img/restimages/4205.jpg
3579,Serafina,210 West 55th Street,New York,NY,New York / Tri-State Area,10019,US,2123151700x,40.7644,-73.9817,3,http://www.opentable.com/single.aspx?rid=3579,http://mobile.opentable.com/opentable/?restId=3579,https://www.opentable.com/img/restimages/3579.jpg
